"cluster","treatment","Y","G","R","alpha","beta","gamma_sq","c1","c2","c1c2_ratio","B","niter","total_cost"
7,1,5,30,32,0,1.5,1,20,10,2,10000,1,9900
7,1,2,30,32,0,1.5,1,20,10,2,10000,1,9900
7,1,1,30,32,0,1.5,1,20,10,2,10000,1,9900
7,1,6,30,32,0,1.5,1,20,10,2,10000,1,9900
7,1,1,30,32,0,1.5,1,20,10,2,10000,1,9900
7,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
7,1,1,30,32,0,1.5,1,20,10,2,10000,1,9900
7,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
7,1,2,30,32,0,1.5,1,20,10,2,10000,1,9900
7,1,2,30,32,0,1.5,1,20,10,2,10000,1,9900
7,1,1,30,32,0,1.5,1,20,10,2,10000,1,9900
7,1,2,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,0,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,1,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,0,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,1,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,1,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,1,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,0,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,4,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,1,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,1,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,1,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,1,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,1,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,0,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,5,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,1,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,1,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,2,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,0,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,2,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,0,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,2,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,2,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,2,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,0,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,0,30,32,0,1.5,1,20,10,2,10000,1,9900
8,1,2,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,3,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,3,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,3,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,3,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
9,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,4,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,3,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,3,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
10,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
11,0,0,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,4,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,5,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,6,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,6,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,6,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,7,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,4,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,5,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,8,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,8,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,10,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,8,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,7,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,4,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,6,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,4,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,4,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,6,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,6,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,6,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,6,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,4,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,5,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,7,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,5,30,32,0,1.5,1,20,10,2,10000,1,9900
12,1,4,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,2,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,2,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,6,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,0,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,8,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,5,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,4,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,1,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,6,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,2,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,6,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,5,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,1,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,2,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,6,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,5,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,4,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,5,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,3,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,5,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,4,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,2,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,5,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,7,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,2,30,32,0,1.5,1,20,10,2,10000,1,9900
13,1,1,30,32,0,1.5,1,20,10,2,10000,1,9900
14,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
14,0,3,30,32,0,1.5,1,20,10,2,10000,1,9900
14,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
14,0,5,30,32,0,1.5,1,20,10,2,10000,1,9900
14,0,8,30,32,0,1.5,1,20,10,2,10000,1,9900
14,0,7,30,32,0,1.5,1,20,10,2,10000,1,9900
14,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
14,0,3,30,32,0,1.5,1,20,10,2,10000,1,9900
14,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
14,0,1,30,32,0,1.5,1,20,10,2,10000,1,9900
14,0,5,30,32,0,1.5,1,20,10,2,10000,1,9900
14,0,4,30,32,0,1.5,1,20,10,2,10000,1,9900
14,0,5,30,32,0,1.5,1,20,10,2,10000,1,9900
14,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
14,0,3,30,32,0,1.5,1,20,10,2,10000,1,9900
14,0,2,30,32,0,1.5,1,20,10,2,10000,1,9900
14,0,5,30,32,0,1.5,1,20,10,2,10000,1,9900
14,0,3,30,32,0,1.5,1,20,10,2,10000,1,9900
