"cluster","treatment","Y","G","R","alpha","beta","gamma_sq","sigma_sq","c1","c2","B","niter","total_cost"
4,0,-1.65896358544526,15,20,0,5,1,1,20,10,4650,1,3150
4,0,1.50416625637077,15,20,0,5,1,1,20,10,4650,1,3150
4,0,-1.1239745546009,15,20,0,5,1,1,20,10,4650,1,3150
4,0,-0.250839404283962,15,20,0,5,1,1,20,10,4650,1,3150
4,0,0.0218163883114423,15,20,0,5,1,1,20,10,4650,1,3150
4,0,-0.967262055642423,15,20,0,5,1,1,20,10,4650,1,3150
4,0,-1.02237009151054,15,20,0,5,1,1,20,10,4650,1,3150
4,0,-1.35572632148347,15,20,0,5,1,1,20,10,4650,1,3150
4,0,-1.36894878990383,15,20,0,5,1,1,20,10,4650,1,3150
4,0,0.251402206713433,15,20,0,5,1,1,20,10,4650,1,3150
4,0,-3.00486726932062,15,20,0,5,1,1,20,10,4650,1,3150
4,0,0.380831272459004,15,20,0,5,1,1,20,10,4650,1,3150
4,0,1.8370654909094,15,20,0,5,1,1,20,10,4650,1,3150
4,0,0.00422494256032213,15,20,0,5,1,1,20,10,4650,1,3150
4,0,-0.400780121883227,15,20,0,5,1,1,20,10,4650,1,3150
4,0,-2.59676330300648,15,20,0,5,1,1,20,10,4650,1,3150
4,0,-2.11239193491915,15,20,0,5,1,1,20,10,4650,1,3150
4,0,-0.33572745325925,15,20,0,5,1,1,20,10,4650,1,3150
5,1,6.90611445547246,15,20,0,5,1,1,20,10,4650,1,3150
5,1,4.86174541849766,15,20,0,5,1,1,20,10,4650,1,3150
5,1,5.29724343475566,15,20,0,5,1,1,20,10,4650,1,3150
5,1,7.05388108777778,15,20,0,5,1,1,20,10,4650,1,3150
5,1,6.65640443477264,15,20,0,5,1,1,20,10,4650,1,3150
5,1,6.48947134815858,15,20,0,5,1,1,20,10,4650,1,3150
5,1,4.94626435721576,15,20,0,5,1,1,20,10,4650,1,3150
5,1,6.92276049516462,15,20,0,5,1,1,20,10,4650,1,3150
5,1,3.90128461019106,15,20,0,5,1,1,20,10,4650,1,3150
5,1,4.29538893676138,15,20,0,5,1,1,20,10,4650,1,3150
5,1,5.23042303509416,15,20,0,5,1,1,20,10,4650,1,3150
5,1,7.01892176943426,15,20,0,5,1,1,20,10,4650,1,3150
5,1,6.57199229616588,15,20,0,5,1,1,20,10,4650,1,3150
5,1,5.74229799843714,15,20,0,5,1,1,20,10,4650,1,3150
5,1,6.07703319844524,15,20,0,5,1,1,20,10,4650,1,3150
5,1,7.38532542954491,15,20,0,5,1,1,20,10,4650,1,3150
5,1,5.86412293175251,15,20,0,5,1,1,20,10,4650,1,3150
5,1,5.72703011390555,15,20,0,5,1,1,20,10,4650,1,3150
5,1,6.52732044723545,15,20,0,5,1,1,20,10,4650,1,3150
5,1,6.0854221475639,15,20,0,5,1,1,20,10,4650,1,3150
6,0,0.360799969355102,15,20,0,5,1,1,20,10,4650,1,3150
6,0,0.141205924352223,15,20,0,5,1,1,20,10,4650,1,3150
6,0,-0.614907891881663,15,20,0,5,1,1,20,10,4650,1,3150
6,0,-1.08787537986933,15,20,0,5,1,1,20,10,4650,1,3150
6,0,0.0830595889311339,15,20,0,5,1,1,20,10,4650,1,3150
6,0,-1.04739720447381,15,20,0,5,1,1,20,10,4650,1,3150
6,0,-0.425057714803637,15,20,0,5,1,1,20,10,4650,1,3150
6,0,0.681039159639948,15,20,0,5,1,1,20,10,4650,1,3150
6,0,1.29713037572962,15,20,0,5,1,1,20,10,4650,1,3150
6,0,-0.442616491005969,15,20,0,5,1,1,20,10,4650,1,3150
6,0,-1.04344706078803,15,20,0,5,1,1,20,10,4650,1,3150
6,0,-0.6589201992571,15,20,0,5,1,1,20,10,4650,1,3150
6,0,-2.23579835340738,15,20,0,5,1,1,20,10,4650,1,3150
6,0,-1.18996424396365,15,20,0,5,1,1,20,10,4650,1,3150
6,0,-0.714694144383741,15,20,0,5,1,1,20,10,4650,1,3150
6,0,-0.685767324691003,15,20,0,5,1,1,20,10,4650,1,3150
6,0,-1.55398381164782,15,20,0,5,1,1,20,10,4650,1,3150
6,0,-1.84193961607957,15,20,0,5,1,1,20,10,4650,1,3150
6,0,-0.847306476064178,15,20,0,5,1,1,20,10,4650,1,3150
6,0,-0.93309817670123,15,20,0,5,1,1,20,10,4650,1,3150
7,0,1.46541222748846,15,20,0,5,1,1,20,10,4650,1,3150
7,0,0.471225447899916,15,20,0,5,1,1,20,10,4650,1,3150
7,0,1.74570210775322,15,20,0,5,1,1,20,10,4650,1,3150
7,0,-0.0581914753110533,15,20,0,5,1,1,20,10,4650,1,3150
7,0,1.11056606146339,15,20,0,5,1,1,20,10,4650,1,3150
7,0,1.21451732744101,15,20,0,5,1,1,20,10,4650,1,3150
7,0,2.10405918047074,15,20,0,5,1,1,20,10,4650,1,3150
7,0,1.2010087883012,15,20,0,5,1,1,20,10,4650,1,3150
7,0,2.72546094484176,15,20,0,5,1,1,20,10,4650,1,3150
7,0,1.08779831831037,15,20,0,5,1,1,20,10,4650,1,3150
7,0,1.77149573744079,15,20,0,5,1,1,20,10,4650,1,3150
7,0,2.93387180936065,15,20,0,5,1,1,20,10,4650,1,3150
7,0,1.55596751800998,15,20,0,5,1,1,20,10,4650,1,3150
7,0,0.134215777042999,15,20,0,5,1,1,20,10,4650,1,3150
7,0,1.44418635582662,15,20,0,5,1,1,20,10,4650,1,3150
7,0,2.94314551225247,15,20,0,5,1,1,20,10,4650,1,3150
7,0,1.86365399405387,15,20,0,5,1,1,20,10,4650,1,3150
7,0,1.40040540418693,15,20,0,5,1,1,20,10,4650,1,3150
7,0,1.62866918836419,15,20,0,5,1,1,20,10,4650,1,3150
7,0,1.15446892804613,15,20,0,5,1,1,20,10,4650,1,3150
8,1,5.21078595912216,15,20,0,5,1,1,20,10,4650,1,3150
8,1,4.32446733058059,15,20,0,5,1,1,20,10,4650,1,3150
8,1,4.9615338814838,15,20,0,5,1,1,20,10,4650,1,3150
8,1,4.58267091323049,15,20,0,5,1,1,20,10,4650,1,3150
8,1,5.57945342402512,15,20,0,5,1,1,20,10,4650,1,3150
8,1,3.39163275162682,15,20,0,5,1,1,20,10,4650,1,3150
8,1,5.39347808926758,15,20,0,5,1,1,20,10,4650,1,3150
8,1,4.15486970061065,15,20,0,5,1,1,20,10,4650,1,3150
8,1,5.62395769340221,15,20,0,5,1,1,20,10,4650,1,3150
8,1,4.61249542129339,15,20,0,5,1,1,20,10,4650,1,3150
8,1,5.1244584790245,15,20,0,5,1,1,20,10,4650,1,3150
8,1,5.58986845293898,15,20,0,5,1,1,20,10,4650,1,3150
8,1,5.91554040593347,15,20,0,5,1,1,20,10,4650,1,3150
8,1,4.01402740439168,15,20,0,5,1,1,20,10,4650,1,3150
8,1,5.17343520715669,15,20,0,5,1,1,20,10,4650,1,3150
8,1,5.45997889208212,15,20,0,5,1,1,20,10,4650,1,3150
8,1,6.13584833974035,15,20,0,5,1,1,20,10,4650,1,3150
8,1,6.50375088217348,15,20,0,5,1,1,20,10,4650,1,3150
8,1,5.12894021908342,15,20,0,5,1,1,20,10,4650,1,3150
8,1,4.35122797488922,15,20,0,5,1,1,20,10,4650,1,3150
9,0,-0.50251586713982,15,20,0,5,1,1,20,10,4650,1,3150
9,0,-0.014441576962234,15,20,0,5,1,1,20,10,4650,1,3150
9,0,-0.66797750144228,15,20,0,5,1,1,20,10,4650,1,3150
9,0,0.742963655669254,15,20,0,5,1,1,20,10,4650,1,3150
9,0,1.72173626150387,15,20,0,5,1,1,20,10,4650,1,3150
9,0,0.491233514691947,15,20,0,5,1,1,20,10,4650,1,3150
9,0,-1.17549012312606,15,20,0,5,1,1,20,10,4650,1,3150
9,0,0.806652226079147,15,20,0,5,1,1,20,10,4650,1,3150
9,0,1.44421373955506,15,20,0,5,1,1,20,10,4650,1,3150
9,0,1.45035281147962,15,20,0,5,1,1,20,10,4650,1,3150
9,0,-0.584556091253686,15,20,0,5,1,1,20,10,4650,1,3150
9,0,0.0917468526218426,15,20,0,5,1,1,20,10,4650,1,3150
9,0,-0.358615961005648,15,20,0,5,1,1,20,10,4650,1,3150
9,0,0.458731281305285,15,20,0,5,1,1,20,10,4650,1,3150
9,0,1.22346074463112,15,20,0,5,1,1,20,10,4650,1,3150
9,0,0.749271182471393,15,20,0,5,1,1,20,10,4650,1,3150
9,0,0.214739950401318,15,20,0,5,1,1,20,10,4650,1,3150
9,0,1.09563690257388,15,20,0,5,1,1,20,10,4650,1,3150
9,0,-0.817966681182756,15,20,0,5,1,1,20,10,4650,1,3150
9,0,0.103573154675706,15,20,0,5,1,1,20,10,4650,1,3150
10,1,3.65032822040288,15,20,0,5,1,1,20,10,4650,1,3150
10,1,4.00021345308361,15,20,0,5,1,1,20,10,4650,1,3150
10,1,4.94923326101769,15,20,0,5,1,1,20,10,4650,1,3150
10,1,2.70025389730981,15,20,0,5,1,1,20,10,4650,1,3150
10,1,3.18182326152534,15,20,0,5,1,1,20,10,4650,1,3150
10,1,3.60110472266994,15,20,0,5,1,1,20,10,4650,1,3150
10,1,3.37411010944455,15,20,0,5,1,1,20,10,4650,1,3150
10,1,3.39042445447913,15,20,0,5,1,1,20,10,4650,1,3150
10,1,2.6929986370371,15,20,0,5,1,1,20,10,4650,1,3150
10,1,3.83898641253515,15,20,0,5,1,1,20,10,4650,1,3150
10,1,4.80278794986264,15,20,0,5,1,1,20,10,4650,1,3150
10,1,5.07900884811638,15,20,0,5,1,1,20,10,4650,1,3150
10,1,4.36072478405898,15,20,0,5,1,1,20,10,4650,1,3150
10,1,4.16262589027396,15,20,0,5,1,1,20,10,4650,1,3150
10,1,2.77991957261353,15,20,0,5,1,1,20,10,4650,1,3150
10,1,3.96684310703792,15,20,0,5,1,1,20,10,4650,1,3150
10,1,4.7336715646586,15,20,0,5,1,1,20,10,4650,1,3150
10,1,3.20729873613976,15,20,0,5,1,1,20,10,4650,1,3150
10,1,4.37625038025879,15,20,0,5,1,1,20,10,4650,1,3150
10,1,5.09822269655398,15,20,0,5,1,1,20,10,4650,1,3150
11,1,6.35152527692063,15,20,0,5,1,1,20,10,4650,1,3150
11,1,4.92163775055995,15,20,0,5,1,1,20,10,4650,1,3150
11,1,6.75553177751341,15,20,0,5,1,1,20,10,4650,1,3150
11,1,4.65529113950724,15,20,0,5,1,1,20,10,4650,1,3150
11,1,5.52528439816195,15,20,0,5,1,1,20,10,4650,1,3150
11,1,4.26289529448876,15,20,0,5,1,1,20,10,4650,1,3150
11,1,4.603165211644,15,20,0,5,1,1,20,10,4650,1,3150
11,1,5.82175523966988,15,20,0,5,1,1,20,10,4650,1,3150
11,1,5.10825404421955,15,20,0,5,1,1,20,10,4650,1,3150
11,1,6.57933103887298,15,20,0,5,1,1,20,10,4650,1,3150
11,1,5.16779952245601,15,20,0,5,1,1,20,10,4650,1,3150
11,1,4.72325842821514,15,20,0,5,1,1,20,10,4650,1,3150
11,1,4.82138791468473,15,20,0,5,1,1,20,10,4650,1,3150
11,1,6.26058759302285,15,20,0,5,1,1,20,10,4650,1,3150
11,1,3.25451453159193,15,20,0,5,1,1,20,10,4650,1,3150
11,1,5.77840551847865,15,20,0,5,1,1,20,10,4650,1,3150
11,1,4.57419320018536,15,20,0,5,1,1,20,10,4650,1,3150
11,1,6.489876837816,15,20,0,5,1,1,20,10,4650,1,3150
11,1,6.45605728518721,15,20,0,5,1,1,20,10,4650,1,3150
11,1,7.53047148622422,15,20,0,5,1,1,20,10,4650,1,3150
12,0,1.20722415216876,15,20,0,5,1,1,20,10,4650,1,3150
12,0,1.07219875023454,15,20,0,5,1,1,20,10,4650,1,3150
12,0,2.14330477289885,15,20,0,5,1,1,20,10,4650,1,3150
12,0,1.1678971678371,15,20,0,5,1,1,20,10,4650,1,3150
12,0,1.27371111929627,15,20,0,5,1,1,20,10,4650,1,3150
12,0,-0.384527517788088,15,20,0,5,1,1,20,10,4650,1,3150
12,0,0.874418635641009,15,20,0,5,1,1,20,10,4650,1,3150
12,0,-0.0229506695057123,15,20,0,5,1,1,20,10,4650,1,3150
12,0,2.11558572848889,15,20,0,5,1,1,20,10,4650,1,3150
12,0,1.06987653826547,15,20,0,5,1,1,20,10,4650,1,3150
12,0,-1.28154459205582,15,20,0,5,1,1,20,10,4650,1,3150
12,0,1.81005467780229,15,20,0,5,1,1,20,10,4650,1,3150
12,0,1.60637249915944,15,20,0,5,1,1,20,10,4650,1,3150
12,0,1.3499957789675,15,20,0,5,1,1,20,10,4650,1,3150
12,0,-0.335126017441191,15,20,0,5,1,1,20,10,4650,1,3150
12,0,0.28358489811572,15,20,0,5,1,1,20,10,4650,1,3150
12,0,1.66946737852865,15,20,0,5,1,1,20,10,4650,1,3150
12,0,1.36522714285628,15,20,0,5,1,1,20,10,4650,1,3150
12,0,-0.327554563036392,15,20,0,5,1,1,20,10,4650,1,3150
12,0,0.422580444362919,15,20,0,5,1,1,20,10,4650,1,3150
13,1,4.65305725931784,15,20,0,5,1,1,20,10,4650,1,3150
13,1,4.20397375791784,15,20,0,5,1,1,20,10,4650,1,3150
13,1,4.97693411185492,15,20,0,5,1,1,20,10,4650,1,3150
13,1,3.03368269495352,15,20,0,5,1,1,20,10,4650,1,3150
13,1,4.40959216377423,15,20,0,5,1,1,20,10,4650,1,3150
13,1,5.23892577941588,15,20,0,5,1,1,20,10,4650,1,3150
13,1,2.9249826732323,15,20,0,5,1,1,20,10,4650,1,3150
13,1,3.71139149225366,15,20,0,5,1,1,20,10,4650,1,3150
13,1,5.41575174138356,15,20,0,5,1,1,20,10,4650,1,3150
13,1,5.3560725971126,15,20,0,5,1,1,20,10,4650,1,3150
13,1,3.08821371980766,15,20,0,5,1,1,20,10,4650,1,3150
13,1,6.09462810292744,15,20,0,5,1,1,20,10,4650,1,3150
13,1,2.11898591178094,15,20,0,5,1,1,20,10,4650,1,3150
13,1,4.17769871244101,15,20,0,5,1,1,20,10,4650,1,3150
13,1,6.04003973375725,15,20,0,5,1,1,20,10,4650,1,3150
13,1,4.34615632905203,15,20,0,5,1,1,20,10,4650,1,3150
13,1,3.99312099391519,15,20,0,5,1,1,20,10,4650,1,3150
13,1,3.37296305972525,15,20,0,5,1,1,20,10,4650,1,3150
13,1,4.22057802884573,15,20,0,5,1,1,20,10,4650,1,3150
13,1,5.22235906209117,15,20,0,5,1,1,20,10,4650,1,3150
14,1,4.41880737573287,15,20,0,5,1,1,20,10,4650,1,3150
14,1,4.64983569600571,15,20,0,5,1,1,20,10,4650,1,3150
14,1,5.12930850718416,15,20,0,5,1,1,20,10,4650,1,3150
14,1,5.8748176532604,15,20,0,5,1,1,20,10,4650,1,3150
14,1,3.26355930531598,15,20,0,5,1,1,20,10,4650,1,3150
14,1,3.3324859078722,15,20,0,5,1,1,20,10,4650,1,3150
14,1,5.68279010463413,15,20,0,5,1,1,20,10,4650,1,3150
14,1,6.22815355153648,15,20,0,5,1,1,20,10,4650,1,3150
14,1,3.78458566160887,15,20,0,5,1,1,20,10,4650,1,3150
14,1,6.16514023987391,15,20,0,5,1,1,20,10,4650,1,3150
14,1,5.45728396504362,15,20,0,5,1,1,20,10,4650,1,3150
14,1,5.22136005802214,15,20,0,5,1,1,20,10,4650,1,3150
14,1,6.64829596606633,15,20,0,5,1,1,20,10,4650,1,3150
14,1,5.05406045513179,15,20,0,5,1,1,20,10,4650,1,3150
14,1,4.84442611057158,15,20,0,5,1,1,20,10,4650,1,3150
14,1,6.35945460022719,15,20,0,5,1,1,20,10,4650,1,3150
14,1,5.4120040678869,15,20,0,5,1,1,20,10,4650,1,3150
14,1,3.7829536318737,15,20,0,5,1,1,20,10,4650,1,3150
14,1,3.57691094316612,15,20,0,5,1,1,20,10,4650,1,3150
14,1,5.66771680758329,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-0.341262083248713,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-2.99814670693677,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-0.450579141910556,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-3.21928051137956,15,20,0,5,1,1,20,10,4650,1,3150
15,0,0.330605169844955,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-0.556565116011468,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-1.43691336391537,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-2.14097748253327,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-0.618947921214412,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-2.29362268338394,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-0.871144853976577,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-3.05228728386012,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-1.6381842285152,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-0.627523580736651,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-1.42467607198828,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-2.74313810051288,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-1.57974476276124,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-1.99258539854109,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-2.4098489664358,15,20,0,5,1,1,20,10,4650,1,3150
15,0,-2.37038789055546,15,20,0,5,1,1,20,10,4650,1,3150
1,1,5.34750811177098,15,20,0,5,1,1,20,10,4650,2,3150
1,1,6.66358911105436,15,20,0,5,1,1,20,10,4650,2,3150
1,1,4.60761474212434,15,20,0,5,1,1,20,10,4650,2,3150
1,1,3.82970520447316,15,20,0,5,1,1,20,10,4650,2,3150
1,1,5.73904030083353,15,20,0,5,1,1,20,10,4650,2,3150
1,1,4.09556385764774,15,20,0,5,1,1,20,10,4650,2,3150
1,1,4.56559082235454,15,20,0,5,1,1,20,10,4650,2,3150
1,1,3.79632036193548,15,20,0,5,1,1,20,10,4650,2,3150
1,1,7.66878931861365,15,20,0,5,1,1,20,10,4650,2,3150
1,1,5.32552792919512,15,20,0,5,1,1,20,10,4650,2,3150
1,1,4.25980164731195,15,20,0,5,1,1,20,10,4650,2,3150
1,1,5.77214841294494,15,20,0,5,1,1,20,10,4650,2,3150
1,1,4.95930453560637,15,20,0,5,1,1,20,10,4650,2,3150
1,1,6.02687119016413,15,20,0,5,1,1,20,10,4650,2,3150
1,1,4.46831828042996,15,20,0,5,1,1,20,10,4650,2,3150
1,1,5.53792994801943,15,20,0,5,1,1,20,10,4650,2,3150
1,1,5.40065304789746,15,20,0,5,1,1,20,10,4650,2,3150
1,1,7.70297227806665,15,20,0,5,1,1,20,10,4650,2,3150
1,1,5.33704713795571,15,20,0,5,1,1,20,10,4650,2,3150
1,1,3.87454546096715,15,20,0,5,1,1,20,10,4650,2,3150
2,1,6.37952631782529,15,20,0,5,1,1,20,10,4650,2,3150
2,1,6.13467875880882,15,20,0,5,1,1,20,10,4650,2,3150
2,1,4.34912654015016,15,20,0,5,1,1,20,10,4650,2,3150
2,1,7.06584910327653,15,20,0,5,1,1,20,10,4650,2,3150
2,1,5.79289821924747,15,20,0,5,1,1,20,10,4650,2,3150
2,1,4.80448247689628,15,20,0,5,1,1,20,10,4650,2,3150
2,1,6.86433673867444,15,20,0,5,1,1,20,10,4650,2,3150
2,1,6.263710040816,15,20,0,5,1,1,20,10,4650,2,3150
2,1,5.91637374339402,15,20,0,5,1,1,20,10,4650,2,3150
2,1,4.94242338776384,15,20,0,5,1,1,20,10,4650,2,3150
2,1,5.52886833362357,15,20,0,5,1,1,20,10,4650,2,3150
2,1,6.44630279077734,15,20,0,5,1,1,20,10,4650,2,3150
2,1,6.46871116966989,15,20,0,5,1,1,20,10,4650,2,3150
2,1,7.01715516549417,15,20,0,5,1,1,20,10,4650,2,3150
2,1,5.89832581275417,15,20,0,5,1,1,20,10,4650,2,3150
2,1,5.78986931943355,15,20,0,5,1,1,20,10,4650,2,3150
2,1,6.25082436286385,15,20,0,5,1,1,20,10,4650,2,3150
2,1,6.98275038771689,15,20,0,5,1,1,20,10,4650,2,3150
2,1,5.2252288592909,15,20,0,5,1,1,20,10,4650,2,3150
2,1,5.32719380955818,15,20,0,5,1,1,20,10,4650,2,3150
3,1,3.0823663738483,15,20,0,5,1,1,20,10,4650,2,3150
3,1,3.68348094359298,15,20,0,5,1,1,20,10,4650,2,3150
3,1,2.47006127174183,15,20,0,5,1,1,20,10,4650,2,3150
3,1,5.57112037756815,15,20,0,5,1,1,20,10,4650,2,3150
3,1,6.23155580965734,15,20,0,5,1,1,20,10,4650,2,3150
3,1,3.08375122600421,15,20,0,5,1,1,20,10,4650,2,3150
3,1,3.49107808994666,15,20,0,5,1,1,20,10,4650,2,3150
3,1,2.56494870391181,15,20,0,5,1,1,20,10,4650,2,3150
3,1,3.82522397415853,15,20,0,5,1,1,20,10,4650,2,3150
3,1,6.73032559229643,15,20,0,5,1,1,20,10,4650,2,3150
3,1,5.1127728172146,15,20,0,5,1,1,20,10,4650,2,3150
3,1,4.79361799891136,15,20,0,5,1,1,20,10,4650,2,3150
3,1,4.04900169777142,15,20,0,5,1,1,20,10,4650,2,3150
3,1,4.83729616710916,15,20,0,5,1,1,20,10,4650,2,3150
3,1,4.53433154435073,15,20,0,5,1,1,20,10,4650,2,3150
3,1,3.62771669851886,15,20,0,5,1,1,20,10,4650,2,3150
3,1,2.72270529758855,15,20,0,5,1,1,20,10,4650,2,3150
3,1,4.26272267601792,15,20,0,5,1,1,20,10,4650,2,3150
3,1,4.50949305019976,15,20,0,5,1,1,20,10,4650,2,3150
3,1,3.10214833318512,15,20,0,5,1,1,20,10,4650,2,3150
4,1,5.77041925532737,15,20,0,5,1,1,20,10,4650,2,3150
4,1,5.08847051987888,15,20,0,5,1,1,20,10,4650,2,3150
4,1,8.37138368359635,15,20,0,5,1,1,20,10,4650,2,3150
4,1,5.53766215649,15,20,0,5,1,1,20,10,4650,2,3150
4,1,6.15764170318449,15,20,0,5,1,1,20,10,4650,2,3150
4,1,5.05042918377718,15,20,0,5,1,1,20,10,4650,2,3150
4,1,4.86514043215112,15,20,0,5,1,1,20,10,4650,2,3150
4,1,7.3860035233135,15,20,0,5,1,1,20,10,4650,2,3150
4,1,6.99578134095996,15,20,0,5,1,1,20,10,4650,2,3150
4,1,9.60041185027621,15,20,0,5,1,1,20,10,4650,2,3150
4,1,4.96874719415282,15,20,0,5,1,1,20,10,4650,2,3150
4,1,6.08775380063025,15,20,0,5,1,1,20,10,4650,2,3150
4,1,5.64081124453144,15,20,0,5,1,1,20,10,4650,2,3150
4,1,6.72164582809014,15,20,0,5,1,1,20,10,4650,2,3150
4,1,5.63253954125359,15,20,0,5,1,1,20,10,4650,2,3150
4,1,5.68357500171832,15,20,0,5,1,1,20,10,4650,2,3150
4,1,3.00513337682285,15,20,0,5,1,1,20,10,4650,2,3150
4,1,4.96291868756662,15,20,0,5,1,1,20,10,4650,2,3150
4,1,7.27182726384217,15,20,0,5,1,1,20,10,4650,2,3150
4,1,6.96441901296871,15,20,0,5,1,1,20,10,4650,2,3150
5,0,1.82324709095151,15,20,0,5,1,1,20,10,4650,2,3150
5,0,0.947461758717639,15,20,0,5,1,1,20,10,4650,2,3150
5,0,1.95351647266409,15,20,0,5,1,1,20,10,4650,2,3150
