"cluster","treatment","Y","G","R","alpha","beta","gamma_sq","sigma_sq","c1","c2","B","niter","total_cost"
2,1,3.81005814991541,10,10,0,5,1,1,20,10,4650,3,1100
2,1,6.27746760253419,10,10,0,5,1,1,20,10,4650,3,1100
2,1,7.0513186050081,10,10,0,5,1,1,20,10,4650,3,1100
2,1,4.05715833992794,10,10,0,5,1,1,20,10,4650,3,1100
2,1,4.77445953569081,10,10,0,5,1,1,20,10,4650,3,1100
2,1,6.93382731679539,10,10,0,5,1,1,20,10,4650,3,1100
2,1,4.09188342428295,10,10,0,5,1,1,20,10,4650,3,1100
2,1,6.20794586823941,10,10,0,5,1,1,20,10,4650,3,1100
3,1,5.18693836792369,10,10,0,5,1,1,20,10,4650,3,1100
3,1,4.58760905952428,10,10,0,5,1,1,20,10,4650,3,1100
3,1,6.32871185369754,10,10,0,5,1,1,20,10,4650,3,1100
3,1,5.0445885258379,10,10,0,5,1,1,20,10,4650,3,1100
3,1,4.28439688558245,10,10,0,5,1,1,20,10,4650,3,1100
3,1,5.03378951887699,10,10,0,5,1,1,20,10,4650,3,1100
3,1,7.17444341502134,10,10,0,5,1,1,20,10,4650,3,1100
3,1,4.78762590744305,10,10,0,5,1,1,20,10,4650,3,1100
3,1,6.31985569206299,10,10,0,5,1,1,20,10,4650,3,1100
3,1,3.87970994605455,10,10,0,5,1,1,20,10,4650,3,1100
4,1,3.76865679495428,10,10,0,5,1,1,20,10,4650,3,1100
4,1,3.19281458721025,10,10,0,5,1,1,20,10,4650,3,1100
4,1,4.54928854548315,10,10,0,5,1,1,20,10,4650,3,1100
4,1,1.70797570893759,10,10,0,5,1,1,20,10,4650,3,1100
4,1,3.8591412000945,10,10,0,5,1,1,20,10,4650,3,1100
4,1,3.83654864767862,10,10,0,5,1,1,20,10,4650,3,1100
4,1,2.64439086450062,10,10,0,5,1,1,20,10,4650,3,1100
4,1,2.95651162246078,10,10,0,5,1,1,20,10,4650,3,1100
4,1,3.38268927394027,10,10,0,5,1,1,20,10,4650,3,1100
4,1,2.82948314410367,10,10,0,5,1,1,20,10,4650,3,1100
5,1,3.66712352215639,10,10,0,5,1,1,20,10,4650,3,1100
5,1,3.18382359500146,10,10,0,5,1,1,20,10,4650,3,1100
5,1,3.56184590973759,10,10,0,5,1,1,20,10,4650,3,1100
5,1,4.47795135830607,10,10,0,5,1,1,20,10,4650,3,1100
5,1,3.67124209407248,10,10,0,5,1,1,20,10,4650,3,1100
5,1,2.81971816016572,10,10,0,5,1,1,20,10,4650,3,1100
5,1,2.7181822911907,10,10,0,5,1,1,20,10,4650,3,1100
5,1,4.77681693643586,10,10,0,5,1,1,20,10,4650,3,1100
5,1,3.16801123961176,10,10,0,5,1,1,20,10,4650,3,1100
5,1,2.49945027372022,10,10,0,5,1,1,20,10,4650,3,1100
6,0,1.55994195425003,10,10,0,5,1,1,20,10,4650,3,1100
6,0,1.24728447345298,10,10,0,5,1,1,20,10,4650,3,1100
6,0,1.83398375935101,10,10,0,5,1,1,20,10,4650,3,1100
6,0,2.48953298553988,10,10,0,5,1,1,20,10,4650,3,1100
6,0,0.368327426045028,10,10,0,5,1,1,20,10,4650,3,1100
6,0,1.14200483908988,10,10,0,5,1,1,20,10,4650,3,1100
6,0,-0.659580966270518,10,10,0,5,1,1,20,10,4650,3,1100
6,0,1.49655965603113,10,10,0,5,1,1,20,10,4650,3,1100
6,0,-0.916589751983989,10,10,0,5,1,1,20,10,4650,3,1100
6,0,-0.670524154631559,10,10,0,5,1,1,20,10,4650,3,1100
7,1,1.21731056738877,10,10,0,5,1,1,20,10,4650,3,1100
7,1,4.90277534632096,10,10,0,5,1,1,20,10,4650,3,1100
7,1,4.92790520531986,10,10,0,5,1,1,20,10,4650,3,1100
7,1,2.07690598798423,10,10,0,5,1,1,20,10,4650,3,1100
7,1,4.84910940196014,10,10,0,5,1,1,20,10,4650,3,1100
7,1,4.38581406234562,10,10,0,5,1,1,20,10,4650,3,1100
7,1,5.81772967741937,10,10,0,5,1,1,20,10,4650,3,1100
7,1,3.08333132316615,10,10,0,5,1,1,20,10,4650,3,1100
7,1,4.16258536898032,10,10,0,5,1,1,20,10,4650,3,1100
7,1,4.58399788951333,10,10,0,5,1,1,20,10,4650,3,1100
8,1,4.60040298360992,10,10,0,5,1,1,20,10,4650,3,1100
8,1,6.24595693068418,10,10,0,5,1,1,20,10,4650,3,1100
8,1,3.71451551898288,10,10,0,5,1,1,20,10,4650,3,1100
8,1,3.8877857448525,10,10,0,5,1,1,20,10,4650,3,1100
8,1,4.2220219692897,10,10,0,5,1,1,20,10,4650,3,1100
8,1,4.35212167450048,10,10,0,5,1,1,20,10,4650,3,1100
8,1,4.80186075582259,10,10,0,5,1,1,20,10,4650,3,1100
8,1,5.42460619067025,10,10,0,5,1,1,20,10,4650,3,1100
8,1,3.46469401024347,10,10,0,5,1,1,20,10,4650,3,1100
8,1,4.81303181017006,10,10,0,5,1,1,20,10,4650,3,1100
9,0,-0.638682464754956,10,10,0,5,1,1,20,10,4650,3,1100
9,0,-1.07138029709112,10,10,0,5,1,1,20,10,4650,3,1100
9,0,-2.8496608591862,10,10,0,5,1,1,20,10,4650,3,1100
9,0,0.121555035007732,10,10,0,5,1,1,20,10,4650,3,1100
9,0,-0.465355274384358,10,10,0,5,1,1,20,10,4650,3,1100
9,0,-1.7691910673227,10,10,0,5,1,1,20,10,4650,3,1100
9,0,-0.568992086459646,10,10,0,5,1,1,20,10,4650,3,1100
9,0,-2.23133586336419,10,10,0,5,1,1,20,10,4650,3,1100
9,0,-0.454969450946028,10,10,0,5,1,1,20,10,4650,3,1100
9,0,0.400607157428975,10,10,0,5,1,1,20,10,4650,3,1100
10,0,2.14755203902046,10,10,0,5,1,1,20,10,4650,3,1100
10,0,2.65253689864378,10,10,0,5,1,1,20,10,4650,3,1100
10,0,1.37124364631976,10,10,0,5,1,1,20,10,4650,3,1100
10,0,1.62477831759751,10,10,0,5,1,1,20,10,4650,3,1100
10,0,3.07403421638769,10,10,0,5,1,1,20,10,4650,3,1100
10,0,1.80090223933431,10,10,0,5,1,1,20,10,4650,3,1100
10,0,1.54978538933406,10,10,0,5,1,1,20,10,4650,3,1100
10,0,1.86203680257911,10,10,0,5,1,1,20,10,4650,3,1100
10,0,2.61805028785966,10,10,0,5,1,1,20,10,4650,3,1100
10,0,3.67991255639638,10,10,0,5,1,1,20,10,4650,3,1100
1,0,0.227269550286566,10,10,0,5,1,1,20,10,4650,4,1100
1,0,0.0899926501645962,10,10,0,5,1,1,20,10,4650,4,1100
1,0,2.39231188033379,10,10,0,5,1,1,20,10,4650,4,1100
1,0,0.0263867402228463,10,10,0,5,1,1,20,10,4650,4,1100
1,0,-1.43611493676571,10,10,0,5,1,1,20,10,4650,4,1100
1,0,-0.131333060770627,10,10,0,5,1,1,20,10,4650,4,1100
1,0,-0.376180619787092,10,10,0,5,1,1,20,10,4650,4,1100
1,0,-2.16173283844576,10,10,0,5,1,1,20,10,4650,4,1100
1,0,0.554989724680613,10,10,0,5,1,1,20,10,4650,4,1100
1,0,-0.717961159348446,10,10,0,5,1,1,20,10,4650,4,1100
2,1,3.76365006300717,10,10,0,5,1,1,20,10,4650,4,1100
2,1,5.82350432478533,10,10,0,5,1,1,20,10,4650,4,1100
2,1,5.22287762692689,10,10,0,5,1,1,20,10,4650,4,1100
2,1,4.87554132950492,10,10,0,5,1,1,20,10,4650,4,1100
2,1,3.90159097387473,10,10,0,5,1,1,20,10,4650,4,1100
2,1,4.48803591973446,10,10,0,5,1,1,20,10,4650,4,1100
2,1,5.40547037688824,10,10,0,5,1,1,20,10,4650,4,1100
2,1,5.42787875578078,10,10,0,5,1,1,20,10,4650,4,1100
2,1,5.97632275160507,10,10,0,5,1,1,20,10,4650,4,1100
2,1,4.85749339886507,10,10,0,5,1,1,20,10,4650,4,1100
3,1,3.97976644512537,10,10,0,5,1,1,20,10,4650,4,1100
3,1,4.44072148855567,10,10,0,5,1,1,20,10,4650,4,1100
3,1,5.17264751340871,10,10,0,5,1,1,20,10,4650,4,1100
3,1,3.41512598498272,10,10,0,5,1,1,20,10,4650,4,1100
3,1,3.51709093525001,10,10,0,5,1,1,20,10,4650,4,1100
3,1,2.93460727644467,10,10,0,5,1,1,20,10,4650,4,1100
3,1,3.53572184618935,10,10,0,5,1,1,20,10,4650,4,1100
3,1,2.3223021743382,10,10,0,5,1,1,20,10,4650,4,1100
3,1,5.42336128016452,10,10,0,5,1,1,20,10,4650,4,1100
3,1,6.08379671225371,10,10,0,5,1,1,20,10,4650,4,1100
4,0,1.80846108527875,10,10,0,5,1,1,20,10,4650,4,1100
4,0,2.21578794922121,10,10,0,5,1,1,20,10,4650,4,1100
4,0,1.28965856318635,10,10,0,5,1,1,20,10,4650,4,1100
4,0,2.54993383343308,10,10,0,5,1,1,20,10,4650,4,1100
4,0,5.45503545157098,10,10,0,5,1,1,20,10,4650,4,1100
4,0,3.83748267648914,10,10,0,5,1,1,20,10,4650,4,1100
4,0,3.5183278581859,10,10,0,5,1,1,20,10,4650,4,1100
4,0,2.77371155704597,10,10,0,5,1,1,20,10,4650,4,1100
4,0,3.5620060263837,10,10,0,5,1,1,20,10,4650,4,1100
4,0,3.25904140362527,10,10,0,5,1,1,20,10,4650,4,1100
5,1,5.00916516837487,10,10,0,5,1,1,20,10,4650,4,1100
5,1,4.10415376744456,10,10,0,5,1,1,20,10,4650,4,1100
5,1,5.64417114587393,10,10,0,5,1,1,20,10,4650,4,1100
5,1,5.89094152005577,10,10,0,5,1,1,20,10,4650,4,1100
5,1,4.48359680304113,10,10,0,5,1,1,20,10,4650,4,1100
5,1,5.37550131276522,10,10,0,5,1,1,20,10,4650,4,1100
5,1,4.69355257731673,10,10,0,5,1,1,20,10,4650,4,1100
5,1,7.97646574103419,10,10,0,5,1,1,20,10,4650,4,1100
5,1,5.14274421392784,10,10,0,5,1,1,20,10,4650,4,1100
5,1,5.76272376062234,10,10,0,5,1,1,20,10,4650,4,1100
6,0,-1.41021504066814,10,10,0,5,1,1,20,10,4650,4,1100
6,0,-1.5955037922942,10,10,0,5,1,1,20,10,4650,4,1100
6,0,0.925359298868188,10,10,0,5,1,1,20,10,4650,4,1100
6,0,0.53513711651465,10,10,0,5,1,1,20,10,4650,4,1100
6,0,3.1397676258309,10,10,0,5,1,1,20,10,4650,4,1100
6,0,-1.49189703029249,10,10,0,5,1,1,20,10,4650,4,1100
6,0,-0.372890423815066,10,10,0,5,1,1,20,10,4650,4,1100
6,0,-0.819832979913879,10,10,0,5,1,1,20,10,4650,4,1100
6,0,0.261001603644823,10,10,0,5,1,1,20,10,4650,4,1100
6,0,-0.828104683191723,10,10,0,5,1,1,20,10,4650,4,1100
7,1,5.73527754290599,10,10,0,5,1,1,20,10,4650,4,1100
7,1,3.05683591801053,10,10,0,5,1,1,20,10,4650,4,1100
7,1,5.01462122875429,10,10,0,5,1,1,20,10,4650,4,1100
7,1,7.32352980502984,10,10,0,5,1,1,20,10,4650,4,1100
7,1,7.01612155415639,10,10,0,5,1,1,20,10,4650,4,1100
7,1,6.01937302376417,10,10,0,5,1,1,20,10,4650,4,1100
7,1,5.14358769153031,10,10,0,5,1,1,20,10,4650,4,1100
7,1,6.14964240547676,10,10,0,5,1,1,20,10,4650,4,1100
7,1,5.23401744709379,10,10,0,5,1,1,20,10,4650,4,1100
7,1,4.69546997160509,10,10,0,5,1,1,20,10,4650,4,1100
8,0,0.962263180095467,10,10,0,5,1,1,20,10,4650,4,1100
8,0,-1.97753147677104,10,10,0,5,1,1,20,10,4650,4,1100
8,0,-0.906429033897923,10,10,0,5,1,1,20,10,4650,4,1100
8,0,0.952012736900176,10,10,0,5,1,1,20,10,4650,4,1100
8,0,1.19781021412085,10,10,0,5,1,1,20,10,4650,4,1100
8,0,-1.04545734470022,10,10,0,5,1,1,20,10,4650,4,1100
8,0,1.14640846295741,10,10,0,5,1,1,20,10,4650,4,1100
8,0,-0.27819624286052,10,10,0,5,1,1,20,10,4650,4,1100
8,0,0.771504969329556,10,10,0,5,1,1,20,10,4650,4,1100
8,0,1.49409667236,10,10,0,5,1,1,20,10,4650,4,1100
9,1,6.49777940875718,10,10,0,5,1,1,20,10,4650,4,1100
9,1,6.68239660697611,10,10,0,5,1,1,20,10,4650,4,1100
