"cluster","treatment","Y","G","R","alpha","beta","gamma_sq","c1","c2","c1c2_ratio","B","niter","total_cost"
2,1,3,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,5,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,4,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,3,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,4,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,4,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,5,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,6,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,4,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,3,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,5,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,4,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,5,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,3,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,3,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,3,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,6,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,3,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,4,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,3,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,4,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,3,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,3,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,6,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,6,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,3,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,3,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
2,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,3,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,3,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,3,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,3,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,3,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,3,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
3,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
4,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
5,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,3,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,3,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,4,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,5,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,3,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,3,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,4,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,1,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,0,15,65,0,1.5,1,20,10,2,10000,1,9900
6,1,2,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,3,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,5,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,3,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,5,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,3,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,3,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,0,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,1,15,65,0,1.5,1,20,10,2,10000,1,9900
7,0,2,15,65,0,1.5,1,20,10,2,10000,1,9900
